INDEX,RCR,DATE,TIME,VALID,LATITUDE,N/S,LONGITUDE,E/W,HEIGHT,SPEED,DISTANCE,
10433,S,2008/06/03,13:35:33.200,SPS,52.953370,N,6.511215,E,50.787 m,92.875 km/h,5.59 m,
10434,S,2008/06/03,13:35:33.400,SPS,52.953417,N,6.511188,E,50.684 m,93.761 km/h,5.54 m,
10435,S,2008/06/03,13:35:33.600,SPS,52.953464,N,6.511165,E,50.547 m,93.849 km/h,5.45 m,
10436,S,2008/06/03,13:35:33.800,SPS,52.953512,N,6.511146,E,50.500 m,94.979 km/h,5.47 m,
10437,S,2008/06/03,13:35:34.000,SPS,52.953560,N,6.511129,E,50.502 m,94.860 km/h,5.55 m,
10438,S,2008/06/03,13:35:34.200,SPS,52.953610,N,6.511116,E,50.464 m,95.687 km/h,5.55 m,
10439,S,2008/06/03,13:35:34.400,SPS,52.953660,N,6.511109,E,50.470 m,95.768 km/h,5.62 m,
10440,S,2008/06/03,13:35:34.600,SPS,52.953710,N,6.511104,E,50.420 m,96.848 km/h,5.60 m,
10441,S,2008/06/03,13:35:34.800,SPS,52.953761,N,6.511103,E,50.420 m,97.806 km/h,5.63 m,
10442,S,2008/06/03,13:35:35.000,SPS,52.953811,N,6.511105,E,50.363 m,97.810 km/h,5.62 m,
10443,S,2008/06/03,13:35:35.200,SPS,52.953863,N,6.511113,E,50.147 m,97.620 km/h,5.77 m,
10444,S,2008/06/03,13:35:35.400,SPS,52.953915,N,6.511123,E,49.937 m,98.445 km/h,5.84 m,
10445,S,2008/06/03,13:35:35.600,SPS,52.953968,N,6.511137,E,49.699 m,99.154 km/h,5.93 m,
10446,S,2008/06/03,13:35:35.800,SPS,52.954020,N,6.511153,E,49.518 m,100.007 km/h,5.93 m,
10447,S,2008/06/03,13:35:36.000,SPS,52.954073,N,6.511174,E,49.430 m,101.093 km/h,6.10 m,
10448,S,2008/06/03,13:35:36.200,SPS,52.954126,N,6.511200,E,49.244 m,102.361 km/h,6.12 m,
10449,S,2008/06/03,13:35:36.400,SPS,52.954179,N,6.511229,E,49.050 m,103.527 km/h,6.18 m,
10450,S,2008/06/03,13:35:36.600,SPS,52.954231,N,6.511261,E,48.895 m,104.550 km/h,6.25 m,
10451,S,2008/06/03,13:35:36.800,SPS,52.954283,N,6.511296,E,48.812 m,106.071 km/h,6.17 m,
10452,S,2008/06/03,13:35:37.000,SPS,52.954333,N,6.511335,E,48.706 m,108.648 km/h,6.21 m,
10453,S,2008/06/03,13:35:37.200,SPS,52.954384,N,6.511376,E,48.612 m,109.711 km/h,6.33 m,
10454,S,2008/06/03,13:35:37.400,SPS,52.954442,N,6.511420,E,48.892 m,112.324 km/h,7.05 m,
10455,S,2008/06/03,13:35:37.600,SPS,52.954499,N,6.511465,E,49.037 m,114.267 km/h,7.08 m,
10456,S,2008/06/03,13:35:37.800,SPS,52.954555,N,6.511515,E,49.125 m,116.213 km/h,7.06 m,
10457,S,2008/06/03,13:35:38.000,SPS,52.954611,N,6.511567,E,49.247 m,118.756 km/h,7.11 m,
10458,S,2008/06/03,13:35:38.200,SPS,52.954665,N,6.511622,E,49.188 m,120.198 km/h,7.05 m,
10459,S,2008/06/03,13:35:38.400,SPS,52.954720,N,6.511678,E,49.167 m,120.506 km/h,7.20 m,
10460,S,2008/06/03,13:35:38.600,SPS,52.954774,N,6.511736,E,49.246 m,121.510 km/h,7.20 m,
10461,S,2008/06/03,13:35:38.800,SPS,52.954830,N,6.511795,E,49.278 m,122.465 km/h,7.35 m,
10462,S,2008/06/03,13:35:39.000,SPS,52.954885,N,6.511855,E,49.372 m,123.746 km/h,7.40 m,
10463,S,2008/06/03,13:35:39.200,SPS,52.954941,N,6.511916,E,49.463 m,124.914 km/h,7.41 m,
10464,S,2008/06/03,13:35:39.400,SPS,52.954996,N,6.511979,E,49.735 m,126.354 km/h,7.49 m,
10465,S,2008/06/03,13:35:39.600,SPS,52.955052,N,6.512042,E,49.891 m,127.476 km/h,7.46 m,
10466,S,2008/06/03,13:35:39.800,SPS,52.955107,N,6.512104,E,49.997 m,128.403 km/h,7.50 m,
10467,S,2008/06/03,13:35:40.000,SPS,52.955163,N,6.512167,E,50.186 m,128.702 km/h,7.50 m,
10468,S,2008/06/03,13:35:40.200,SPS,52.955219,N,6.512229,E,50.242 m,129.430 km/h,7.45 m,
10469,S,2008/06/03,13:35:40.400,SPS,52.955275,N,6.512292,E,50.294 m,129.621 km/h,7.57 m,
10470,S,2008/06/03,13:35:40.600,SPS,52.955331,N,6.512353,E,50.314 m,129.623 km/h,7.49 m,
10471,S,2008/06/03,13:35:40.800,SPS,52.955387,N,6.512413,E,50.383 m,129.992 km/h,7.40 m,
10472,S,2008/06/03,13:35:41.000,SPS,52.955443,N,6.512475,E,50.554 m,130.165 km/h,7.46 m,
10473,S,2008/06/03,13:35:41.200,SPS,52.955498,N,6.512538,E,50.797 m,129.927 km/h,7.46 m,
10474,S,2008/06/03,13:35:41.400,SPS,52.955551,N,6.512600,E,50.979 m,130.446 km/h,7.28 m,
10475,S,2008/06/03,13:35:41.600,SPS,52.955605,N,6.512662,E,51.140 m,130.628 km/h,7.25 m,
10476,S,2008/06/03,13:35:41.800,SPS,52.955657,N,6.512727,E,51.309 m,130.107 km/h,7.29 m,
10477,S,2008/06/03,13:35:42.000,SPS,52.955707,N,6.512793,E,51.327 m,129.485 km/h,7.15 m,
10478,S,2008/06/03,13:35:42.200,SPS,52.955757,N,6.512863,E,51.365 m,128.733 km/h,7.19 m,
10479,S,2008/06/03,13:35:42.400,SPS,52.955804,N,6.512934,E,51.498 m,127.935 km/h,7.13 m,
10480,S,2008/06/03,13:35:42.600,SPS,52.955851,N,6.513010,E,51.646 m,128.798 km/h,7.35 m,
10481,S,2008/06/03,13:35:42.800,SPS,52.955896,N,6.513088,E,51.673 m,128.357 km/h,7.24 m,
10482,S,2008/06/03,13:35:43.000,SPS,52.955940,N,6.513169,E,51.812 m,129.196 km/h,7.33 m,
10483,S,2008/06/03,13:35:43.200,SPS,52.955982,N,6.513254,E,52.099 m,129.639 km/h,7.36 m,
10484,S,2008/06/03,13:35:43.400,SPS,52.956023,N,6.513342,E,52.279 m,130.352 km/h,7.49 m,
10485,S,2008/06/03,13:35:43.600,SPS,52.956064,N,6.513433,E,52.481 m,131.784 km/h,7.61 m,
10486,S,2008/06/03,13:35:43.800,SPS,52.956102,N,6.513525,E,52.505 m,133.080 km/h,7.50 m,
10487,S,2008/06/03,13:35:44.000,SPS,52.956140,N,6.513618,E,52.641 m,134.733 km/h,7.56 m,
10488,S,2008/06/03,13:35:44.200,SPS,52.956177,N,6.513716,E,52.637 m,137.258 km/h,7.74 m,
10489,S,2008/06/03,13:35:44.400,SPS,52.956213,N,6.513818,E,52.657 m,138.849 km/h,7.97 m,
10490,S,2008/06/03,13:35:44.600,SPS,52.956249,N,6.513923,E,52.797 m,141.598 km/h,8.10 m,
10491,S,2008/06/03,13:35:44.800,SPS,52.956284,N,6.514032,E,52.801 m,143.387 km/h,8.26 m,
10492,S,2008/06/03,13:35:45.000,SPS,52.956317,N,6.514143,E,52.810 m,145.624 km/h,8.34 m,
10493,S,2008/06/03,13:35:45.200,SPS,52.956351,N,6.514258,E,52.817 m,147.958 km/h,8.60 m,
10494,S,2008/06/03,13:35:45.400,SPS,52.956385,N,6.514372,E,52.751 m,149.938 km/h,8.54 m,
10495,S,2008/06/03,13:35:45.600,SPS,52.956418,N,6.514488,E,52.751 m,151.676 km/h,8.65 m,
10496,S,2008/06/03,13:35:45.800,SPS,52.956450,N,6.514607,E,52.790 m,152.941 km/h,8.71 m,
10497,S,2008/06/03,13:35:46.000,SPS,52.956480,N,6.514726,E,52.691 m,153.163 km/h,8.74 m,
10498,S,2008/06/03,13:35:46.200,SPS,52.956512,N,6.514847,E,52.712 m,154.015 km/h,8.85 m,
10499,S,2008/06/03,13:35:46.400,SPS,52.956545,N,6.514971,E,52.534 m,155.032 km/h,9.08 m,
10500,S,2008/06/03,13:35:46.600,SPS,52.956576,N,6.515096,E,52.452 m,156.339 km/h,9.08 m,
10501,S,2008/06/03,13:35:46.800,SPS,52.956607,N,6.515221,E,52.385 m,157.309 km/h,9.13 m,
10502,S,2008/06/03,13:35:47.000,SPS,52.956640,N,6.515346,E,52.396 m,157.924 km/h,9.14 m,
10503,S,2008/06/03,13:35:47.200,SPS,52.956672,N,6.515471,E,52.378 m,158.663 km/h,9.13 m,
10504,S,2008/06/03,13:35:47.400,SPS,52.956705,N,6.515596,E,52.506 m,159.234 km/h,9.17 m,
10505,S,2008/06/03,13:35:47.600,SPS,52.956738,N,6.515721,E,52.391 m,159.201 km/h,9.11 m,
10506,S,2008/06/03,13:35:47.800,SPS,52.956770,N,6.515847,E,52.383 m,159.073 km/h,9.20 m,
10507,S,2008/06/03,13:35:48.000,SPS,52.956801,N,6.515972,E,52.322 m,158.897 km/h,9.09 m,
10508,S,2008/06/03,13:35:48.200,SPS,52.956832,N,6.516096,E,52.286 m,158.609 km/h,9.04 m,
10509,S,2008/06/03,13:35:48.400,SPS,52.956862,N,6.516220,E,52.273 m,158.270 km/h,8.96 m,
10510,S,2008/06/03,13:35:48.600,SPS,52.956891,N,6.516343,E,52.098 m,157.870 km/h,8.89 m,
10511,S,2008/06/03,13:35:48.800,SPS,52.956920,N,6.516466,E,52.022 m,157.749 km/h,8.84 m,
10512,S,2008/06/03,13:35:49.000,SPS,52.956948,N,6.516589,E,52.019 m,157.288 km/h,8.86 m,
10513,S,2008/06/03,13:35:49.200,SPS,52.956976,N,6.516710,E,52.063 m,157.153 km/h,8.73 m,
10514,S,2008/06/03,13:35:49.400,SPS,52.957003,N,6.516832,E,52.074 m,156.335 km/h,8.76 m,
10515,S,2008/06/03,13:35:49.600,SPS,52.957028,N,6.516955,E,52.003 m,155.349 km/h,8.67 m,
10516,S,2008/06/03,13:35:49.800,SPS,52.957052,N,6.517077,E,51.914 m,154.576 km/h,8.60 m,
10517,S,2008/06/03,13:35:50.000,SPS,52.957074,N,6.517200,E,51.785 m,154.192 km/h,8.65 m,
10518,S,2008/06/03,13:35:50.200,SPS,52.957097,N,6.517322,E,51.772 m,153.246 km/h,8.60 m,
10519,S,2008/06/03,13:35:50.400,SPS,52.957116,N,6.517444,E,51.766 m,151.551 km/h,8.49 m,
10520,S,2008/06/03,13:35:50.600,SPS,52.957134,N,6.517565,E,51.687 m,150.146 km/h,8.40 m,
10521,S,2008/06/03,13:35:50.800,SPS,52.957151,N,6.517689,E,51.670 m,148.725 km/h,8.49 m,
10522,S,2008/06/03,13:35:51.000,SPS,52.957167,N,6.517810,E,51.639 m,147.341 km/h,8.35 m,
10523,S,2008/06/03,13:35:51.200,SPS,52.957182,N,6.517928,E,51.662 m,145.961 km/h,8.11 m,
10524,S,2008/06/03,13:35:51.400,SPS,52.957197,N,6.518046,E,51.671 m,145.038 km/h,8.11 m,
10525,S,2008/06/03,13:35:51.600,SPS,52.957213,N,6.518162,E,51.714 m,144.164 km/h,7.97 m,
10526,S,2008/06/03,13:35:51.800,SPS,52.957228,N,6.518276,E,51.746 m,142.634 km/h,7.87 m,
10527,S,2008/06/03,13:35:52.000,SPS,52.957244,N,6.518390,E,51.677 m,141.428 km/h,7.88 m,
10528,S,2008/06/03,13:35:52.200,SPS,52.957261,N,6.518503,E,51.568 m,140.660 km/h,7.81 m,
10529,S,2008/06/03,13:35:52.400,SPS,52.957278,N,6.518615,E,51.495 m,140.322 km/h,7.74 m,
10530,S,2008/06/03,13:35:52.600,SPS,52.957295,N,6.518726,E,51.476 m,138.885 km/h,7.70 m,
10531,S,2008/06/03,13:35:52.800,SPS,52.957313,N,6.518835,E,51.437 m,136.948 km/h,7.55 m,
10532,S,2008/06/03,13:35:53.000,SPS,52.957330,N,6.518942,E,51.384 m,134.691 km/h,7.48 m,
10533,S,2008/06/03,13:35:53.200,SPS,52.957350,N,6.519047,E,51.423 m,133.675 km/h,7.39 m,
10534,S,2008/06/03,13:35:53.400,SPS,52.957370,N,6.519150,E,51.317 m,132.248 km/h,7.27 m,
10535,S,2008/06/03,13:35:53.600,SPS,52.957392,N,6.519250,E,51.165 m,131.180 km/h,7.19 m,
10536,S,2008/06/03,13:35:53.800,SPS,52.957415,N,6.519351,E,51.065 m,130.061 km/h,7.26 m,
10537,S,2008/06/03,13:35:54.000,SPS,52.957439,N,6.519449,E,50.941 m,128.223 km/h,7.05 m,
10538,S,2008/06/03,13:35:54.200,SPS,52.957462,N,6.519545,E,50.783 m,127.027 km/h,7.00 m,
10539,S,2008/06/03,13:35:54.400,SPS,52.957488,N,6.519640,E,50.734 m,125.978 km/h,6.99 m,
10540,S,2008/06/03,13:35:54.600,SPS,52.957513,N,6.519735,E,50.675 m,125.188 km/h,6.96 m,
10541,S,2008/06/03,13:35:54.800,SPS,52.957539,N,6.519828,E,50.528 m,124.433 km/h,6.87 m,
10542,S,2008/06/03,13:35:55.000,SPS,52.957566,N,6.519920,E,50.446 m,123.662 km/h,6.89 m,
10543,S,2008/06/03,13:35:55.200,SPS,52.957594,N,6.520009,E,50.365 m,123.166 km/h,6.75 m,
10544,S,2008/06/03,13:35:55.400,SPS,52.957624,N,6.520097,E,50.352 m,122.351 km/h,6.78 m,
10545,S,2008/06/03,13:35:55.600,SPS,52.957655,N,6.520183,E,50.297 m,121.406 km/h,6.75 m,
10546,S,2008/06/03,13:35:55.800,SPS,52.957688,N,6.520269,E,50.231 m,120.559 km/h,6.80 m,
10547,S,2008/06/03,13:35:56.000,SPS,52.957721,N,6.520351,E,50.224 m,119.551 km/h,6.65 m,
10548,S,2008/06/03,13:35:56.200,SPS,52.957756,N,6.520431,E,50.177 m,118.529 km/h,6.65 m,
10549,S,2008/06/03,13:35:56.400,SPS,52.957792,N,6.520507,E,49.910 m,117.487 km/h,6.46 m,
10550,S,2008/06/03,13:35:56.600,SPS,52.957829,N,6.520581,E,49.791 m,116.357 km/h,6.45 m,
10551,S,2008/06/03,13:35:56.800,SPS,52.957867,N,6.520652,E,49.842 m,115.718 km/h,6.42 m,
10552,S,2008/06/03,13:35:57.000,SPS,52.957907,N,6.520721,E,49.691 m,115.251 km/h,6.36 m,
10553,S,2008/06/03,13:35:57.200,SPS,52.957948,N,6.520785,E,49.501 m,114.323 km/h,6.30 m,
10554,S,2008/06/03,13:35:57.400,SPS,52.957991,N,6.520848,E,49.461 m,113.935 km/h,6.36 m,
10555,S,2008/06/03,13:35:57.600,SPS,52.958034,N,6.520906,E,49.234 m,112.994 km/h,6.25 m,
10556,S,2008/06/03,13:35:57.800,SPS,52.958080,N,6.520959,E,49.051 m,111.747 km/h,6.18 m,
10557,S,2008/06/03,13:35:58.000,SPS,52.958126,N,6.521009,E,48.966 m,112.088 km/h,6.17 m,
10558,S,2008/06/03,13:35:58.200,SPS,52.958174,N,6.521057,E,49.033 m,111.243 km/h,6.26 m,
10559,S,2008/06/03,13:35:58.400,SPS,52.958223,N,6.521101,E,48.904 m,111.136 km/h,6.19 m,
10560,S,2008/06/03,13:35:58.600,SPS,52.958273,N,6.521141,E,48.852 m,110.643 km/h,6.13 m,
10561,S,2008/06/03,13:35:58.800,SPS,52.958323,N,6.521177,E,48.871 m,110.927 km/h,6.14 m,
10562,S,2008/06/03,13:35:59.000,SPS,52.958375,N,6.521210,E,48.881 m,110.142 km/h,6.14 m,
10563,S,2008/06/03,13:35:59.200,SPS,52.958427,N,6.521240,E,48.870 m,110.065 km/h,6.17 m,
10564,S,2008/06/03,13:35:59.400,SPS,52.958480,N,6.521266,E,48.888 m,110.255 km/h,6.14 m,
10565,S,2008/06/03,13:35:59.600,SPS,52.958536,N,6.521289,E,48.981 m,111.668 km/h,6.39 m,
10566,S,2008/06/03,13:35:59.800,SPS,52.958592,N,6.521307,E,49.045 m,112.314 km/h,6.41 m,
10567,S,2008/06/03,13:36:00.000,SPS,52.958649,N,6.521324,E,49.056 m,112.741 km/h,6.37 m,
10568,S,2008/06/03,13:36:00.200,SPS,52.958706,N,6.521337,E,48.947 m,114.025 km/h,6.40 m,
10569,S,2008/06/03,13:36:00.400,SPS,52.958763,N,6.521348,E,48.918 m,114.009 km/h,6.42 m,
10570,S,2008/06/03,13:36:00.600,SPS,52.958821,N,6.521354,E,49.010 m,114.917 km/h,6.48 m,
10571,S,2008/06/03,13:36:00.800,SPS,52.958881,N,6.521360,E,49.179 m,117.046 km/h,6.65 m,
10572,S,2008/06/03,13:36:01.000,SPS,52.958941,N,6.521364,E,49.287 m,118.582 km/h,6.74 m,
10573,S,2008/06/03,13:36:01.200,SPS,52.959002,N,6.521367,E,49.259 m,119.500 km/h,6.81 m,
10574,S,2008/06/03,13:36:01.400,SPS,52.959064,N,6.521367,E,49.245 m,120.172 km/h,6.86 m,
10575,S,2008/06/03,13:36:01.600,SPS,52.959126,N,6.521365,E,49.197 m,121.933 km/h,6.88 m,
10576,S,2008/06/03,13:36:01.800,SPS,52.959189,N,6.521362,E,49.241 m,123.177 km/h,7.03 m,
10577,S,2008/06/03,13:36:02.000,SPS,52.959252,N,6.521358,E,49.222 m,123.130 km/h,6.98 m,
10578,S,2008/06/03,13:36:02.200,SPS,52.959315,N,6.521353,E,49.373 m,122.923 km/h,7.01 m,
10579,S,2008/06/03,13:36:02.400,SPS,52.959377,N,6.521349,E,49.356 m,121.305 km/h,6.91 m,
10580,S,2008/06/03,13:36:02.600,SPS,52.959439,N,6.521345,E,49.370 m,120.417 km/h,6.89 m,
10581,S,2008/06/03,13:36:02.800,SPS,52.959500,N,6.521341,E,49.329 m,118.949 km/h,6.80 m,
10582,S,2008/06/03,13:36:03.000,SPS,52.959560,N,6.521338,E,49.297 m,117.264 km/h,6.68 m,
10583,S,2008/06/03,13:36:03.200,SPS,52.959619,N,6.521335,E,49.271 m,116.514 km/h,6.56 m,
10584,S,2008/06/03,13:36:03.400,SPS,52.959676,N,6.521332,E,49.300 m,114.734 km/h,6.43 m,
10585,S,2008/06/03,13:36:03.600,SPS,52.959734,N,6.521330,E,49.415 m,113.247 km/h,6.40 m,
10586,S,2008/06/03,13:36:03.800,SPS,52.959791,N,6.521328,E,49.474 m,112.002 km/h,6.39 m,
10587,S,2008/06/03,13:36:04.000,SPS,52.959847,N,6.521327,E,49.516 m,110.134 km/h,6.24 m,
10588,S,2008/06/03,13:36:04.200,SPS,52.959902,N,6.521326,E,49.582 m,107.921 km/h,6.05 m,
10589,S,2008/06/03,13:36:04.400,SPS,52.959954,N,6.521325,E,49.540 m,105.592 km/h,5.88 m,
10590,S,2008/06/03,13:36:04.600,SPS,52.960006,N,6.521325,E,49.406 m,103.737 km/h,5.77 m,
10591,S,2008/06/03,13:36:04.800,SPS,52.960057,N,6.521324,E,49.318 m,101.847 km/h,5.61 m,
10592,S,2008/06/03,13:36:05.000,SPS,52.960106,N,6.521323,E,49.234 m,98.377 km/h,5.43 m,
10593,S,2008/06/03,13:36:05.200,SPS,52.960154,N,6.521323,E,49.270 m,96.643 km/h,5.38 m,
10594,S,2008/06/03,13:36:05.400,SPS,52.960201,N,6.521323,E,49.363 m,94.468 km/h,5.19 m,
10595,S,2008/06/03,13:36:05.600,SPS,52.960247,N,6.521323,E,49.393 m,92.004 km/h,5.14 m,
10596,S,2008/06/03,13:36:05.800,SPS,52.960291,N,6.521323,E,49.264 m,89.438 km/h,4.95 m,
10597,S,2008/06/03,13:36:06.000,SPS,52.960335,N,6.521323,E,49.171 m,87.486 km/h,4.84 m,
10598,S,2008/06/03,13:36:06.200,SPS,52.960377,N,6.521323,E,49.043 m,85.042 km/h,4.70 m,
10599,S,2008/06/03,13:36:06.400,SPS,52.960416,N,6.521324,E,48.928 m,81.767 km/h,4.40 m,
10600,S,2008/06/03,13:36:06.600,SPS,52.960456,N,6.521324,E,48.903 m,80.320 km/h,4.42 m,
10601,S,2008/06/03,13:36:06.800,SPS,52.960494,N,6.521323,E,48.853 m,77.476 km/h,4.20 m,
10602,S,2008/06/03,13:36:07.000,SPS,52.960529,N,6.521325,E,48.823 m,74.034 km/h,3.96 m,
10603,S,2008/06/03,13:36:07.200,SPS,52.960565,N,6.521328,E,48.781 m,72.766 km/h,3.95 m,
10604,S,2008/06/03,13:36:07.400,SPS,52.960600,N,6.521331,E,48.785 m,71.443 km/h,3.90 m,
10605,S,2008/06/03,13:36:07.600,SPS,52.960634,N,6.521336,E,48.852 m,69.535 km/h,3.76 m,
10606,S,2008/06/03,13:36:07.800,SPS,52.960666,N,6.521345,E,48.868 m,68.059 km/h,3.67 m,
10607,S,2008/06/03,13:36:08.000,SPS,52.960698,N,6.521355,E,48.934 m,66.354 km/h,3.59 m,
10608,S,2008/06/03,13:36:08.200,SPS,52.960730,N,6.521368,E,49.000 m,65.548 km/h,3.66 m,
10609,S,2008/06/03,13:36:08.400,SPS,52.960761,N,6.521384,E,49.232 m,65.514 km/h,3.63 m,
10610,S,2008/06/03,13:36:08.600,SPS,52.960790,N,6.521403,E,49.299 m,65.621 km/h,3.51 m,
10611,S,2008/06/03,13:36:08.800,SPS,52.960819,N,6.521423,E,49.343 m,65.482 km/h,3.54 m,
10612,S,2008/06/03,13:36:09.000,SPS,52.960848,N,6.521445,E,49.359 m,64.918 km/h,3.48 m,
10613,S,2008/06/03,13:36:09.200,SPS,52.960875,N,6.521470,E,49.405 m,65.138 km/h,3.50 m,
10614,S,2008/06/03,13:36:09.400,SPS,52.960901,N,6.521500,E,49.407 m,63.589 km/h,3.48 m,
10615,S,2008/06/03,13:36:09.600,SPS,52.960925,N,6.521534,E,49.559 m,63.548 km/h,3.51 m,
10616,S,2008/06/03,13:36:09.800,SPS,52.960946,N,6.521571,E,49.743 m,62.937 km/h,3.49 m,
10617,S,2008/06/03,13:36:10.000,SPS,52.960966,N,6.521610,E,49.818 m,64.311 km/h,3.42 m,
10618,S,2008/06/03,13:36:10.200,SPS,52.960985,N,6.521652,E,49.943 m,64.851 km/h,3.52 m,
10619,S,2008/06/03,13:36:10.400,SPS,52.961004,N,6.521697,E,49.984 m,65.433 km/h,3.65 m,
10620,S,2008/06/03,13:36:10.600,SPS,52.961021,N,6.521746,E,49.895 m,65.718 km/h,3.80 m,
10621,S,2008/06/03,13:36:10.800,SPS,52.961036,N,6.521794,E,49.911 m,66.645 km/h,3.68 m,
10622,S,2008/06/03,13:36:11.000,SPS,52.961053,N,6.521842,E,49.924 m,66.903 km/h,3.73 m,
10623,S,2008/06/03,13:36:11.200,SPS,52.961071,N,6.521893,E,50.019 m,68.173 km/h,3.90 m,
10624,S,2008/06/03,13:36:11.400,SPS,52.961091,N,6.521945,E,50.210 m,69.137 km/h,4.17 m,
10625,S,2008/06/03,13:36:11.600,SPS,52.961111,N,6.521998,E,50.416 m,70.524 km/h,4.22 m,
10626,S,2008/06/03,13:36:11.800,SPS,52.961132,N,6.522051,E,50.616 m,71.402 km/h,4.28 m,
10627,S,2008/06/03,13:36:12.000,SPS,52.961155,N,6.522104,E,50.796 m,72.359 km/h,4.37 m,
10628,S,2008/06/03,13:36:12.200,SPS,52.961179,N,6.522154,E,50.986 m,73.487 km/h,4.29 m,
10629,S,2008/06/03,13:36:12.400,SPS,52.961204,N,6.522203,E,51.172 m,75.039 km/h,4.33 m,
10630,S,2008/06/03,13:36:12.600,SPS,52.961230,N,6.522253,E,51.297 m,76.483 km/h,4.45 m,
10631,S,2008/06/03,13:36:12.800,SPS,52.961257,N,6.522302,E,51.465 m,78.280 km/h,4.51 m,
10632,S,2008/06/03,13:36:13.000,SPS,52.961286,N,6.522352,E,51.711 m,80.742 km/h,4.64 m,
10633,S,2008/06/03,13:36:13.200,SPS,52.961317,N,6.522400,E,51.862 m,83.723 km/h,4.67 m,
10634,S,2008/06/03,13:36:13.400,SPS,52.961348,N,6.522447,E,51.799 m,86.397 km/h,4.72 m,
10635,S,2008/06/03,13:36:13.600,SPS,52.961382,N,6.522496,E,51.763 m,90.069 km/h,5.02 m,
10636,S,2008/06/03,13:36:13.800,SPS,52.961418,N,6.522545,E,51.510 m,92.610 km/h,5.19 m,
10637,S,2008/06/03,13:36:14.000,SPS,52.961458,N,6.522595,E,51.512 m,96.336 km/h,5.51 m,
10638,S,2008/06/03,13:36:14.200,SPS,52.961498,N,6.522648,E,51.501 m,101.066 km/h,5.73 m,
10639,S,2008/06/03,13:36:14.400,SPS,52.961540,N,6.522702,E,51.579 m,104.302 km/h,5.95 m,
10640,S,2008/06/03,13:36:14.600,SPS,52.961582,N,6.522759,E,51.472 m,107.762 km/h,5.98 m,
10641,S,2008/06/03,13:36:14.800,SPS,52.961624,N,6.522815,E,51.340 m,109.919 km/h,6.04 m,
10642,S,2008/06/03,13:36:15.000,SPS,52.961667,N,6.522875,E,51.195 m,112.068 km/h,6.24 m,
10643,S,2008/06/03,13:36:15.200,SPS,52.961712,N,6.522938,E,51.125 m,117.157 km/h,6.53 m,
10644,S,2008/06/03,13:36:15.400,SPS,52.961757,N,6.523004,E,51.012 m,119.761 km/h,6.77 m,
10645,S,2008/06/03,13:36:15.600,SPS,52.961802,N,6.523074,E,50.873 m,122.319 km/h,6.85 m,
10646,S,2008/06/03,13:36:15.800,SPS,52.961848,N,6.523146,E,50.796 m,125.333 km/h,7.06 m,
10647,S,2008/06/03,13:36:16.000,SPS,52.961895,N,6.523222,E,50.760 m,128.345 km/h,7.30 m,
10648,S,2008/06/03,13:36:16.200,SPS,52.961941,N,6.523300,E,50.726 m,130.055 km/h,7.37 m,
10649,S,2008/06/03,13:36:16.400,SPS,52.961988,N,6.523379,E,50.748 m,130.901 km/h,7.38 m,
10650,S,2008/06/03,13:36:16.600,SPS,52.962035,N,6.523461,E,50.808 m,132.746 km/h,7.62 m,
10651,S,2008/06/03,13:36:16.800,SPS,52.962081,N,6.523544,E,50.789 m,133.933 km/h,7.59 m,
10652,S,2008/06/03,13:36:17.000,SPS,52.962128,N,6.523629,E,50.786 m,136.523 km/h,7.77 m,
10653,S,2008/06/03,13:36:17.200,SPS,52.962174,N,6.523716,E,50.807 m,137.855 km/h,7.74 m,
10654,S,2008/06/03,13:36:17.400,SPS,52.962221,N,6.523804,E,50.862 m,140.325 km/h,7.87 m,
10655,S,2008/06/03,13:36:17.600,SPS,52.962268,N,6.523895,E,50.853 m,142.840 km/h,8.10 m,
10656,S,2008/06/03,13:36:17.800,SPS,52.962317,N,6.523988,E,50.915 m,146.178 km/h,8.22 m,
10657,S,2008/06/03,13:36:18.000,SPS,52.962367,N,6.524083,E,51.066 m,148.191 km/h,8.48 m,
10658,S,2008/06/03,13:36:18.200,SPS,52.962417,N,6.524182,E,51.210 m,150.699 km/h,8.64 m,
10659,S,2008/06/03,13:36:18.400,SPS,52.962468,N,6.524280,E,51.305 m,152.258 km/h,8.75 m,
10660,S,2008/06/03,13:36:18.600,SPS,52.962520,N,6.524382,E,51.260 m,157.003 km/h,8.97 m,
10661,S,2008/06/03,13:36:18.800,SPS,52.962573,N,6.524485,E,51.268 m,159.523 km/h,9.06 m,
10662,S,2008/06/03,13:36:19.000,SPS,52.962626,N,6.524589,E,51.167 m,162.310 km/h,9.17 m,
10663,S,2008/06/03,13:36:19.200,SPS,52.962680,N,6.524695,E,51.130 m,163.779 km/h,9.36 m,
10664,S,2008/06/03,13:36:19.400,SPS,52.962734,N,6.524803,E,51.009 m,165.365 km/h,9.39 m,
10665,S,2008/06/03,13:36:19.600,SPS,52.962788,N,6.524911,E,50.878 m,166.208 km/h,9.36 m,
10666,S,2008/06/03,13:36:19.800,SPS,52.962842,N,6.525019,E,50.881 m,167.074 km/h,9.49 m,
10667,S,2008/06/03,13:36:20.000,SPS,52.962897,N,6.525130,E,50.981 m,168.155 km/h,9.65 m,
10668,S,2008/06/03,13:36:20.200,SPS,52.962953,N,6.525241,E,50.985 m,168.921 km/h,9.74 m,
